podcast_name_cleaned,segment_id,segment,trump_mention,biden_mention
Common Sense with Dan Carlin,48,"['feel' 'like' 'well' 'listen' 'worse' 'comes' 'worst' 'dan' 'tell' 'dont'
 'worry' 'thats' 'second' 'amendments' 'protect' 'us' 'anyone' 'might'
 'seize' 'control' 'disregard' 'constitution' 'set' 'authoritarian' 'kind'
 'position' 'folks' 'gotta' 'tell' 'something' 'youre' 'looking'
 'election' 'coming' 'whos' 'authoritarian' 'threat' 'talk' 'cabals'
 'stuff' 'enjoy' 'biden' 'dementia' 'going' 'cabal' 'democrats' 'going'
 'antifa' 'left' 'doesnt' 'mean' 'make' 'little' 'conspiracy' 'things'
 'want' 'youve' 'got' 'invent' 'kind' 'trumps' 'open' 'said' 'way' 'back'
 'two' 'months' 'inauguration' 'called' 'authoritarian' 'dave' 'rubin'
 'show' 'said' 'hes' 'authoritarian' 'didnt' 'mean' 'like' 'hitler'
 'meant' 'wants' 'run' 'country' 'like' 'hes' 'ceo' 'country'
 'disregarding' 'fact' 'thats' 'job' 'constitution' 'thing' 'guy' 'hes'
 'treats' 'american' 'people' 'like' 'marketer' 'sells' 'sizzle' 'steak'
 'marketer' 'told' 'sell' 'sizzle' 'steak' 'sound' 'smell' 'opposed'
 'meat' 'matter' 'always' 'meat' 'guy' 'state' 'guy' 'sizzle' 'guy'
 'president' 'sizzle' 'mean' 'makes' 'lot' 'hay' 'patriots' 'country'
 'hugging' 'flags' 'photographs' 'right' 'hugs' 'flags' 'guy' 'whos'
 'constitutionalist' 'ever' 'hear' 'talk' 'limitations' 'power' 'ever'
 'hear' 'say' 'know' 'cant' 'wonderful' 'constitution' 'ever' 'hear'
 'extol' 'branches' 'ever' 'hear' 'anything' 'hes' 'sounds' 'like' 'hes'
 'read' 'hugs' 'flags' 'photo' 'thing' 'bible' 'right' 'hold' 'bible'
 'photo' 'op' 'thats' 'sizzle' 'writes' 'message' 'audience' 'know'
 'never' 'mind' 'know' 'walk' 'walk' 'little' 'bit' 'maybe' 'maybe' 'go'
 'church' 'sort' 'regularly' 'hold' 'really' 'claim' 'none' 'steak'
 'sizzle' 'right' 'youre' 'selling']",0,1
Common Sense with Dan Carlin,49,"['advertising' 'side' 'photoop' 'side' 'thats' 'second' 'amendment'
 'friends' 'buying' 'sales' 'pitch' 'clearly' 'sales' 'pitch' 'us' 'mean'
 'folks' 'see' 'guess' 'im' 'saying' 'unnerving' 'rest' 'us' 'countrymen'
 'besotted' 'figure' 'politics' 'support' 'matter' 'says' 'mean' 'talks'
 'something' 'sound' 'scary' 'anybody' 'elses' 'mouth' 'supporters'
 'write' 'one' 'way' 'thats' 'foolishness' 'dangerous' 'constitution'
 'document' 'creates' 'country' 'country' 'ruled' 'laws' 'men' 'get'
 'cult' 'personality' 'thing' 'well' 'heres' 'always' 'say' 'go' 'look'
 'countries' 'cults' 'personality' 'vogue' 'one' 'time' 'another' 'go'
 'read' 'life' 'time' 'periods' 'ask' 'thats' 'sounds' 'good' 'power'
 'youre' 'happy' 'president' 'talking' 'using' 'think' 'roger' 'stones'
 'right' 'president' 'go' 'declare' 'martial' 'law' 'kind' 'things'
 'folks' 'better' 'hope' 'better' 'hope' 'theres' 'never' 'ever' 'another'
 'election' 'theres' 'never' 'ever' 'another' 'president' 'party' 'heck'
 'president' 'legitimised' 'normalized' 'marius' 'sulla' 'roman'
 'republic' 'thats' 'exactly' 'marius' 'sulla' 'roman' 'republic' 'people'
 'pride' 'playing' 'role' 'system' 'worked' 'way' 'theyve' 'always'
 'advertised' 'people' 'defending' 'us' 'donald' 'trump' 'right' 'front'
 'way' 'never' 'gotten' 'point' 'mean' 'better' 'example' 'talked' 'years'
 'another' 'one' 'icebergs' 'always' 'distance' 'metaphorical' 'titanic'
 'idea' 'warping' 'powers' 'government' 'way' 'three' 'supposedly'
 'coequal' 'branches' 'government' 'gotten' 'like' 'spinning' 'top'
 'begins' 'lose' 'whole' 'sense' 'rhythm' 'theyve' 'gotten' 'whack' 'time'
 'deformations' 'led' 'greater' 'deformations' 'greater' 'example' 'fact'
 'congress' 'done' 'nothing' 'sort' 'usefulness' 'preventing' 'us'
 'getting' 'point' 'mean']",1,0
Common Sense with Dan Carlin,50,"['supposed' 'coequal' 'branch' 'government' 'firewall' 'us' 'never' 'gets'
 'point' 'talking' 'civil' 'war' 'right' 'heck' 'robin' 'williams' 'said'
 'un' 'think' 'works' 'american' 'congress' 'perfectly' 'right' 'said'
 'un' 'like' 'traffic' 'cop' 'valium' 'thats' 'congress' 'feels' 'perfect'
 'symbolic' 'view' 'end' 'result' 'kinds' 'problems' 'years' 'discussed'
 'often' 'say' 'imagine' 'powers' 'know' 'fill' 'blank' 'powers' 'talking'
 'day' 'hands' 'someone' 'hate' 'democrats' 'republicans' 'happily'
 'agreed' 'long' 'side' 'time' 'causes' 'favored' 'right' 'couldnt' 'hold'
 'political' 'hypocrites' 'couldnt' 'hold' 'sides' 'standard' 'slowly'
 'surely' 'things' 'got' 'past' 'things' 'became' 'laws' 'kinds' 'things'
 'youd' 'never' 'even' 'heard' 'folks' 'insurrection' 'max' 'emergency'
 'powers' 'stuff' 'always' 'assured' 'never' 'anything' 'need' 'worry'
 'always' 'hands' 'people' 'first' 'system' 'highly' 'vetted' 'right'
 'people' 'mean' 'doesnt' 'times' 'someone' 'becomes' 'president' 'united'
 'states' 'completely' 'known' 'quantity' 'people' 'responsible' 'people'
 'feel' 'gravity' 'weight' 'office' 'adhere' 'protocol' 'trust'
 'extraordinary' 'powers' 'wish' 'something' 'terrible' 'happens' 'theres'
 'nuclear' 'war' 'youre' 'going' 'say' 'didnt' 'president' 'power' 'b' 'c'
 'emergency' 'insurrection' 'right' 'happens' 'inevitably' 'get' 'person'
 'doesnt' 'adhere' 'protocol' 'doesnt' 'feel' 'gravity' 'officer' 'doesnt'
 'feel' 'like' 'inhibit' 'way' 'inhibited' 'predecessors' 'right' 'sudden'
 'powers' 'begin' 'look' 'lot' 'ominous' 'dont' 'youre' 'trump'
 'supporter' 'look' 'good' 'better' 'hope' 'like' 'said' 'last'
 'president' 'ever' 'hope' 'last' 'president' 'ever' 'much' 'patriotic'
 'constitutional' 'liberty' 'loving' 'american' 'mean' 'let' 'say']",1,0
Common Sense with Dan Carlin,51,"['little' 'bit' 'weird' 'historically' 'ironic' 'know' 'second'
 'amendment' 'antiauthoritarian' 'firewall' 'protecting' 'country' 'many'
 'wouldbe' 'dictators' 'well' 'many' 'respects' 'supporting'
 'passionately' 'guy' 'friends' 'talking' 'marshal' 'lon' 'hanging'
 'corporate' 'figures' 'sedition' 'trials' 'generals' 'mean' 'doesnt'
 'seem' 'respectful' 'system' 'inherited' 'right' 'going' 'back' 'america'
 'going' 'kind' 'thing' 'know' 'youre' 'going' 'okay' 'side' 'starting'
 'stuff' 'mean' 'renew' 'country' 'dont' 'think' 'always' 'going' 'hands'
 'side' 'whats' 'good' 'goose' 'good' 'gander' 'proven' 'political'
 'hypocrisy' 'stuff' 'long' 'time' 'okay' 'one' 'way' 'another' 'doesnt'
 'make' 'look' 'like' 'great' 'american' 'either' 'support' 'guy' 'whos'
 'going' 'away' 'elections' 'support' 'lowering' 'standards' 'point'
 'next' 'time' 'get' 'candidate' 'hate' 'theyre' 'kind' 'stuff' 'theres'
 'lot' 'say' 'joe' 'biden' 'wonderful' 'hes' 'authoritarian' 'ism'
 'something' 'second' 'amendment' 'rights' 'holding' 'american' 'youre'
 'worried' 'clearly' 'one' 'candidate' 'leans' 'direction' 'bidens' 'case'
 'lets' 'real' 'lets' 'throw' 'away' 'conspiracies' 'moment' 'lets' 'talk'
 'youre' 'really' 'getting' 'guy' 'wonderful' 'lets' 'sugarcoat' 'return'
 'way' 'things' 'going' 'obama' 'administration' 'part' 'okay' 'youre'
 'one' 'people' 'things' 'worst' 'president' 'ever' 'existed' 'ever'
 'ever' 'ever' 'yes' 'nightmare' 'scenario' 'come' 'true' 'joseph' 'biden'
 'theres' 'nothing' 'radical' 'guy' 'ask' 'democrats' 'wish' 'radical'
 'asked' 'elizabeth' 'warren' 'supporters' 'ask' 'bernie' 'sanders'
 'supporters' 'traditional' 'know' 'last' 'years' 'traditional' 'anyway'
 'corporate' 'new' 'way' 'democrat' 'know' 'sense' 'may' 'exactly' 'dont'
 'want' 'lets' 'pretend']",0,1
Common Sense with Dan Carlin,52,"['hes' 'something' 'hes' 'hes' 'firebreathing' 'revolutionary' 'know'
 'antifa' 'type' 'stooge' 'many' 'conspiracy' 'websites' 'believe'
 'listen' 'bad' 'enough' 'return' 'swamp' 'swamp' 'got' 'us' 'hear' 'sort'
 'roundabout' 'way' 'times' 'said' 'know' 'ive' 'never' 'person'
 'believed' 'positional' 'voting' 'know' 'voting' 'person' 'dont' 'like'
 'start' 'person' 'dislike' 'im' 'making' 'exception' 'rule' 'year'
 'think' 'stakes' 'high' 'think' 'election' 'authoritarian' 'candidate'
 'return' 'pre' 'authoritarian' 'candidate' 'status' 'quo' 'consider'
 'lesser' 'two' 'evils' 'many' 'know' 'voted' 'democrat' 'republican'
 'president' 'since' 'voted' 'libertarian' 'candidates' 'president'
 'voted' 'green' 'party' 'candidates' 'president' 'voted' 'independence'
 'good' 'candidates' 'president' 'believe' 'ive' 'written' 'somebodys'
 'name' 'im' 'voting' 'joseph' 'biden' 'year' 'steer' 'deliberately'
 'iceberg' 'seems' 'like' 'pretty' 'big' 'deal' 'right' 'thats' 'almost'
 'deal' 'breaker' 'right' 'youre' 'going' 'steer' 'iceberg' 'dont' 'vote'
 'president' 'hes' 'also' 'guy' 'rather' 'charge' 'thing' 'top' 'triage'
 'list' 'trust' 'nuclear' 'weapons' 'say' 'joseph' 'biden' 'dementia'
 'day' 'cant' 'trust' 'guy' 'dementia' 'nuclear' 'weapons' 'trust'
 'national' 'security' 'establishment' 'vice' 'president' 'system' 'run'
 'group' 'people' 'hands' 'donald' 'trump' 'think' 'theres' 'lot'
 'qualities' 'want' 'hands' 'somebody' 'whos' 'going' 'finger' 'nuclear'
 'button' 'think' 'put' 'real' 'terms' 'important' 'understand' 'american'
 'president' 'united' 'states' 'powerful' 'person' 'ever' 'existed'
 'world' 'history' 'lets' 'phrase' 'another' 'way' 'means' 'thing'
 'though' 'case' 'dangerous' 'person' 'ever' 'lived' 'dangerous' 'hitler'
 'dangerous' 'jenga' 'skon' 'dami' 'dangerous']",1,1
Common Sense with Dan Carlin,53,"['person' 'whos' 'ever' 'lived' 'theoretically' 'okay' 'donald' 'trump'
 'right' 'person' 'position' 'dangerous' 'human' 'ever' 'lived' 'im'
 'going' 'suggest' 'level' 'introspection' 'want' 'person' 'like' 'think'
 'youre' 'going' 'need' 'empathy' 'sort' 'person' 'weigh' 'whether' 'look'
 'weak' 'sort' 'negotiation' 'afraid' 'use' 'nukes' 'versus' 'lets' 'use'
 'nukes' 'circumstance' 'wrong' 'thing' 'mean' 'want' 'lot' 'guess' 'im'
 'saying' 'man' 'dont' 'fake' 'news' 'clearly' 'narcissistic'
 'narcissistic' 'beyond' 'normally' 'expect' 'us' 'president' 'lot'
 'people' 'get' 'little' 'full' 'get' 'high' 'guy' 'different' 'level'
 'entirely' 'dont' 'think' 'really' 'powerfully' 'strong' 'narcissistic'
 'personality' 'finger' 'button' 'id' 'rather' 'either' 'joseph' 'biden'
 'democratic' 'cabal' 'finger' 'button' 'ill' 'feel' 'safer' 'youre' 'one'
 'people' 'hear' 'time' 'people' 'say' 'things' 'like' 'exaggerate'
 'danger' 'nuclear' 'weapons' 'day' 'theres' 'whole' 'whole' 'intricate'
 'series' 'controls' 'make' 'sure' 'actually' 'safest' 'weapons' 'ill'
 'get' 'lot' 'speeches' 'lets' 'remember' 'something' 'theres' 'lots'
 'books' 'written' 'lots' 'history' 'go' 'get' 'barbara' 'tuckmans' 'book'
 'guns' 'august' 'one' 'best' 'examples' 'dynamic' 'whole' 'book' 'built'
 'around' 'dynamic' 'dynamic' 'think' 'youre' 'pushing' 'events' 'current'
 'events' 'later' 'become' 'think' 'youre' 'charge' 'youre' 'dictating'
 'decisions' 'equaling' 'outcomes' 'history' 'wonderful' 'little' 'trick'
 'plays' 'us' 'think' 'youre' 'control' 'pushing' 'events' 'like' 'ocean'
 'riptide' 'grab' 'hold' 'momentum' 'start' 'pulling' 'take' 'directions'
 'people' 'set' 'dynamic' 'motion' 'never' 'intended' 'wanted' 'go'
 'happens' 'john' 'f' 'kennedy']",1,1
Common Sense with Dan Carlin,54,"['matter' 'fact' 'gave' 'book' 'staff' 'people' 'wanted' 'apply' 'lesson'
 'tendency' 'history' 'start' 'saying' 'thought' 'pushing' 'nuclear'
 'context' 'think' 'possibility' 'think' 'possibility' 'person' 'charge'
 'nuclear' 'weapons' 'individual' 'turns' 'opinion' 'think' 'opinions'
 'many' 'many' 'important' 'people' 'know' 'unimportant' 'person' 'like'
 'important' 'consideration' 'dont' 'know' 'look' 'president' 'trump'
 'think' 'know' 'thats' 'guy' 'stable' 'genius' 'qualities' 'want' 'hands'
 'nuclear' 'button' 'want' 'donald' 'trump' 'position' 'dangerous' 'man'
 'world' 'trust' 'decisionmaking' 'power' 'ability' 'properly' 'weigh'
 'facts' 'come' 'right' 'conclusion' 'take' 'right' 'action' 'really'
 'really' 'vote' 'guy' 'steer' 'away' 'civil' 'war' 'iceberg' 'rather'
 'towards' 'feel' 'safer' 'person' 'hands' 'dangerous' 'weapons' 'arsenal'
 'thats' 'ever' 'actually' 'control' 'single' 'individuals' 'mean'
 'president' 'may' 'total' 'control' 'lets' 'say' 'control' 'thats'
 'enough' 'make' 'decision' 'said' 'ultimate' 'consideration' 'party'
 'vote' 'triage' 'important' 'issues' 'right' 'listen' 'theres' 'another'
 'reason' 'dont' 'want' 'president' 'makes' 'things' 'worse' 'terms'
 'willingness' 'society' 'buy' 'harmful' 'conspiracies' 'far' 'president'
 'shown' 'willingness' 'steer' 'iceberg' 'well' 'talk' 'conspiracies'
 'minute' 'actually' 'since' 'since' 'subject' 'mean' 'people' 'think'
 'takes' 'hit' 'right' 'chin' 'believe' 'many' 'conspiracy' 'theories'
 'ive' 'come' 'conclusion' 'shouldnt' 'vote' 'thats' 'people' 'like'
 'statement' 'make' 'funny' 'think' 'conspiracy' 'theories' 'somebody'
 'explain' 'im' 'going' 'go' 'memory' 'explaining' 'implausible' 'gets'
 'believe' 'many' 'conspiracies' 'said' 'okay' 'choice' 'youre' 'going'
 'occams' 'razor' 'choice' 'right' 'whats' 'obvious' 'thing']",1,0
Common Sense with Dan Carlin,56,"['becomes' 'fodder' 'side' 'use' 'mean' 'gandhi' 'new' 'martin' 'luther'
 'king' 'knew' 'people' 'understood' 'listen' 'theres' 'multiple' 'ways'
 'dont' 'way' 'undercuts' 'cause' 'remember' 'youre' 'youre' 'trying'
 'convince' 'great' 'mass' 'americans' 'righteousness' 'cause' 'believe'
 'five' 'minutes' 'everybody' 'virtually' 'everybody' 'goodwill' 'sitting'
 'open' 'conversation' 'burning' 'eluding' 'end' 'bulletin' 'board'
 'material' 'everywhere' 'looking' 'shake' 'head' 'cause' 'wrote' 'piece'
 'paper' 'cant' 'help' 'cant' 'help' 'people' 'show' 'protests' 'mock'
 'guillotine' 'really' 'people' 'de' 'protesting' 'thats' 'okay' 'dont'
 'think' 'undercuts' 'cause' 'remember' 'youre' 'trying' 'youre' 'forcing'
 'anybody' 'anything' 'hearts' 'minds' 'war' 'helping' 'hurting'
 'readymade' 'campaign' 'ad' 'saw' 'shared' 'right' 'wing' 'websites'
 'forever' 'kid' 'one' 'lueders' 'gettogethers' 'ran' 'front' 'camera'
 'said' 'something' 'like' 'im' 'paraphrasing' 'coming' 'suburbs' 'next'
 'folks' 'better' 'example' 'political' 'current' 'events' 'historical'
 'bulletin' 'board' 'material' 'going' 'edit' 'campaign' 'ad' 'come' 'put'
 'words' 'screen' 'afterwards' 'right' 'vote' 'donald' 'trump' 'listen'
 'truth' 'told' 'might' 'logical' 'reason' 'seeing' 'often' 'might' 'lack'
 'centralized' 'controller' 'leadership' 'affair' 'mean' 'central'
 'authority' 'calling' 'shots' 'determining' 'protests' 'going' 'go'
 'rules' 'going' 'standards' 'behavior' 'kinds' 'things' 'see' 'somebody'
 'crowd' 'breaking' 'windows' 'without' 'left' 'towards' 'human' 'beings'
 'behaving' 'human' 'beings' 'case' 'going' 'quite' 'variable' 'isnt'
 'youre' 'going' 'people' 'good' 'behavior' 'understand' 'ramifications'
 'actions' 'everythings' 'filmed' 'bulletin' 'board' 'material' 'youre'
 'going' 'everyone' 'else' 'protests' 'little' 'hometown']",1,0
Common Sense with Dan Carlin,67,"['people' 'involved' '1h' 'lets' 'direct' 'democracy' 'know' 'say' 'lets'
 'people' 'vote' 'foreign' 'policy' 'view' 'pal' 'see' 'go' 'people' 'may'
 'hive' 'mind' 'level' 'wisdom' 'dumb' 'know' 'people' 'washington' 'dc'
 'corrupt' 'insular' 'inside' 'beltway' 'bubble' 'well' 'im' 'sure'
 'trust' 'us' 'really' 'hard' 'might' 'imagine' 'person' 'like' 'truly'
 'trying' 'show' 'whole' 'stock' 'trade' 'seeing' 'shades' 'gray'
 'nuances' 'things' 'allow' 'us' 'walk' 'always' 'say' 'grandfathers'
 'line' 'liked' 'wasnt' 'line' 'see' 'famous' 'like' 'walking' 'mile'
 'guys' 'moccasins' '1h' 'thats' 'behave' 'like' 'always' 'try' 'see'
 'okay' 'look' 'side' 'right' 'hello' 'man' 'fellow' 'americans'
 'viewpoint' 'try' 'see' 'maybe' 'theyre' 'seeing' 'way' 'better'
 'understand' 'meeting' 'minds' 'theres' 'got' 'desire' 'meeting' 'minds'
 'extremes' 'today' 'seem' 'eschew' 'entire' 'idea' 'right' 'know' 'went'
 'protesters' 'little' 'ago' 'human' 'mean' 'know' 'one' 'people' 'got'
 'shot' 'one' 'protests' 'patriots' 'side' 'donald' 'trump' 'supporting'
 'side' 'showed' 'protest' 'paint' 'guns' 'ran' 'right' 'protest' 'shot'
 'paint' 'guns' 'back' 'truck' '1h' 'think' 'going' 'happen' 'right'
 'thats' 'american' 'steering' 'iceberg' 'think' 'know' 'angry' 'im'
 'disappointed' 'see' 'almost' 'something' 'thats' 'predictable'
 'inevitable' 'course' 'going' 'happen' 'people' 'say' 'people' 'allow'
 'allow' 'us' 'take' 'views' 'rest' 'good' 'people' 'involved' 'movements'
 'talk' 'seriously' 'thatd' 'one' 'thing' 'get' 'one' 'kid' 'says'
 'coming' 'suburbs' 'next' 'thats' 'face' 'face' 'movement' 'one' 'side'
 'get' 'people' 'protrump' 'side']",1,0
Common Sense with Dan Carlin,68,"['licking' 'chops' 'civil' 'war' 'starts' 'look' 'like' 'side' 'wants'
 'right' '1h' 'may' 'representative' 'great' 'mass' 'people' 'country'
 'theyre' 'sucking' 'poster' 'child' 'time' 'mobs' 'dangerous' 'countries'
 'full' 'keep' 'hoping' 'really' 'silent' 'majority' 'trump' 'likes'
 'call' 'people' 'supposedly' 'going' 'reelect' 'asylum' 'majority'
 'nixon' 'used' 'term' 'mean' 'people' 'vote' 'stability' 'conservatism'
 'staying' 'guy' 'white' 'house' 'im' 'hoping' 'silent' 'majority'
 'living' 'name' 'commenting' 'message' 'boards' 'news' 'stories' 'theyre'
 'silent' 'time' 'right' 'move' 'silent' 'majority' 'seeking' 'avoid'
 'something' 'dastardly' 'crazy' 'talking' 'civil' 'war' '1h' 'hope'
 'people' 'vote' 'candidate' 'steer' 'sorts' 'ideas' 'policies'
 'pronouncements' 'conspiracy' 'theories' 'speeches' 'make' 'civil' 'war'
 'rather' 'less' 'likely' 'mean' 'patriotic' 'support' 'idea' 'somebody'
 'deliberately' 'calling' 'question' 'votes' 'election' 'system' 'mean'
 'foundations' 'trust' 'keep' 'us' 'going' 'others' 'throats' 'hes'
 'destabilizing' '1h' 'said' 'theres' 'two' 'reasons' 'either' 'hes'
 'thinks' 'building' 'wall' 'things' 'important' 'saving' 'western'
 'civilization' 'somebody' 'said' 'gop' 'convention' 'important' 'worth'
 'flirting' 'civil' 'war' 'hes' 'gain' 'well' 'im' 'sure' 'patriotic'
 'support' 'someone' 'whos' 'willing' 'treat' 'republic' 'carelessness'
 'risk' 'know' 'theres' 'famous' 'line' 'supposed' 'uttered' 'benjamin'
 'franklin' 'right' 'us' 'constitution' 'decided' 'upon' 'people'
 'decided' 'upon' 'public' 'didnt' 'know' 'decision' 'made' 'story'
 'someone' 'came' 'right' 'outside' 'happened' 'said' 'dr' '1h' 'franklin'
 'kind' 'government' 'im' 'going' 'memory' 'sounds' 'much' 'ominous'
 'used' 'hes' 'supposed' 'replied' 'republic']",1,0
Common Sense with Dan Carlin,82,"['use' 'small' 'nuclear' 'weapon' 'way' 'saying' 'line' 'sand' 'think'
 'never' 'cross' 'right' 'used' 'twice' 'never' 'well' 'thats' 'right'
 'precedent' 'demolished' 'better' 'think' 'right' 'weve' 'used' 'nuclear'
 'weapons' 'shows' 'mean' 'kind' 'brinkmanship' 'somebody' 'wrote'
 'reading' 'day' 'know' 'vlad' 'putin' 'gone' 'playing' 'chess' 'playing'
 'poker' 'feel' 'lucky' 'punk' 'hear' 'typical' 'american' 'partisan'
 'howling' 'conduct' 'president' 'whole' 'thing' 'know' 'thats' 'get'
 'wrapped' 'poison' 'political' 'system' 'right' 'disheartening'
 'exhausting' 'difficult' 'even' 'deal' 'people' 'maintain' 'level'
 'fanaticism' 'hate' 'countrymen' 'way' 'basically' 'look' 'joe' 'biden'
 'president' 'biden' 'wasnt' 'sure' 'strategy' 'cause' 'ive' 'never'
 'seen' 'anything' 'like' 'closest' 'thing' 'cuban' 'missile' 'crisis'
 'biden' 'releasing' 'intelligence' 'information' 'including'
 'photographs' 'things' 'show' 'russians' 'buildup' 'went' 'ukraine'
 'time' 'youre' 'looking' 'going' 'okay' 'unusual' 'cause' 'intelligence'
 'community' 'never' 'likes' 'anything' 'divulge' 'means' 'methods' 'side'
 'determine' 'important' 'enough' 'youre' 'willing' 'youre' 'going' 'okay'
 'important' 'enough' 'thing' 'cuban' 'missile' 'crisis' 'remember'
 'photographs' 'united' 'nations' 'theyre' 'pointing' 'missile' 'silos'
 'satellite' 'similar' 'sort' 'thing' 'degree' 'wondering' 'time'
 'russians' 'dont' 'invade' 'ukraine' 'us' 'mean' 'didnt' 'find' 'many'
 'people' 'werent' 'living' 'right' 'next' 'russia' 'cause' 'people'
 'always' 'think' 'theyre' 'invading' 'thought' 'invading' 'youre' 'going'
 'okay' 'president' 'bidens' 'wrong' 'hes' 'gonna' 'look' 'well' 'people'
 'thought' 'might' 'claim' 'c' 'didnt' 'invade' 'way' 'know' 'handled'
 'invade' 'realize' 'okay' 'pretty' 'brilliant']",0,1
Common Sense with Dan Carlin,88,"['element' 'conservatism' 'represented' 'john' 'birch' 'society' 'saying'
 'far' 'removed' 'common' 'sense' 'yes' 'words' 'prone' 'paranoid'
 'conspiracy' 'ideas' 'difference' 'era' 'course' 'wanted' 'share' 'ideas'
 'options' 'limited' 'mean' 'everybody' 'knows' 'anything' 'kennedy'
 'assassination' 'familiar' 'flyers' 'leaflets' 'posted' 'like'
 'telephone' 'poles' 'whatnot' 'dallas' 'know' 'calling' 'president'
 'united' 'states' 'prosecuted' 'trader' 'said' 'right' 'kid' 'youd'
 'come' 'grocery' 'store' 'supermarket' 'sometimes' 'see' 'cars' 'parking'
 'lot' 'supermarket' 'flyers' 'placed' 'underneath' 'windshield' 'wipers'
 'somebody' 'mimeographed' 'bunch' 'pamphlets' 'way' 'distributed'
 'internet' 'right' 'internet' 'done' 'added' 'variable' 'ability'
 'spread' 'paranoid' 'conspiracy' 'ideas' 'right' 'always' 'prone'
 'efficient' 'fashion' 'left' 'problems' 'well' 'diagrammed' 'mean'
 'watching' 'day' 'another' 'video' 'posted' 'think' 'san' 'diego'
 'showed' 'trump' 'supporters' 'trying' 'speak' 'something' 'bunch'
 'black' 'clad' 'opponents' 'eventually' 'sprayed' 'face' 'caustic'
 'substance' 'attack' 'variation' 'think' 'dont' 'think' 'im' 'line'
 'saying' 'punch' 'nazis' 'idea' 'pointed' 'absolutely'
 'counterproductive' 'wasnt' 'noam' 'chomsky' 'ben' 'famous' 'left' 'wing'
 'thinker' 'said' 'antifa' 'gift' 'right' 'well' 'didnt' 'believe' 'take'
 'look' 'people' 'trying' 'somehow' 'deflect' 'criticism' 'storming'
 'capitol' 'day' 'use' 'antifa' 'distraction' 'right' 'say' 'well'
 'saying' 'antifa' 'army' 'representative' 'matt' 'gates' 'florida'
 'house' 'floor' 'blood' 'still' 'flowing' 'outside' 'chambers'
 'electoral' 'certification' 'gall' 'quote' 'article' 'said' 'read'
 'washington' 'times' 'said' 'people' 'werent' 'trump' 'supporters'
 'antifa' 'gift' 'right' 'indeed' 'folks' 'things' 'play' 'right' 'said'
 'long' 'time']",1,0
Common Sense with Dan Carlin,89,"['ago' 'show' 'dont' 'enemy' 'contrast' 'extremism' 'extreme' 'lets' 'say'
 'case' 'right' 'left' 'works' 'well' 'extremists' 'rest' 'us' 'doesnt'
 'play' 'well' 'extremist' 'another' 'extremist' 'regular' 'folks'
 'caught' 'middle' 'thats' 'different' 'story' 'thats' 'weimar' 'germany'
 'nazis' 'able' 'blame' 'communists' 'communist' 'able' 'blame' 'nazis'
 'people' 'middle' 'kind' 'forced' 'choose' 'sides' 'nobody' 'kind'
 'allowed' 'choose' 'middle' 'ground' 'right' 'becomes' 'either' 'either'
 'ore' 'glowing' 'embers' 'forest' 'fire' 'stoked' 'raging' 'flame' 'know'
 'case' 'weimar' 'germany' 'burn' 'whole' 'place' 'mean' 'dont' 'believe'
 'idea' 'extreme' 'right' 'prone' 'paranoid' 'conspiracy' 'ideas' 'mean'
 'look' 'trader' 'mania' 'thats' 'going' 'right' 'positively' 'french'
 'revolutionary' 'reign' 'terror' 'like' 'qualities' 'mean' 'second'
 'anybody' 'steps' 'line' 'status' 'quo' 'line' 'orthodoxy' 'sudden'
 'person' 'may' 'manning' 'guillotine' 'one' 'second' 'ago' 'mob' 'calls'
 'know' 'strapped' 'head' 'chopped' 'hang' 'mike' 'pants' 'remember'
 'five' 'seconds' 'mike' 'pence' 'ally' 'mean' 'thats' 'robespierre'
 'right' 'gets' 'gets' 'head' 'cut' 'reign' 'terror' 'helped' 'inspire'
 'take' 'part' 'seeing' 'history' 'wonderful' 'isnt' 'wonderful' 'gage'
 'look' 'go' 'wow' 'know' 'costumes' 'change' 'background' 'sets' 'change'
 'human' 'beings' 'story' 'remarkably' 'consistent' 'new' 'variables'
 'like' 'said' 'internet' 'new' 'variable' 'lot' 'easier' 'spread'
 'paranoid' 'conspiracy' 'message' 'online' 'used' 'president' 'almost'
 'representative' 'times' 'hes' 'like' 'conspiracy' 'believer' 'chief'
 'mean' 'trump' 'always' 'conspiracy' 'guy' 'remember' 'fake' 'birth'
 'certificate' 'barack' 'obama' 'born' 'country' 'mean']",1,0
